Employee_ID,Age,Gender,City,Education_Level,Department,Experience_Years,Monthly_Salary,Projects_Completed,Training_Hours,Certifications,Work_Life_Balance,Job_Satisfaction,Manager_Rating,Overtime_Hours,Commute_Time_Min,Laptop_Issue_Count,Cafeteria_Rating,Internet_Stability,Last_Promotion_Years,Absenteeism_Days,Performance_Category
11724,31,Male,Delhi,Graduate,Sales,6.1,,21,120,0,1,3,4,55,129,6,3,Average,3.3,1,Average Performer
11725,55,Female,Mumbai,Post Graduate,Operations,7.3,116369,2,119,2,,1,2.7,73,64,5,2,Average,7.7,4,Low Performer
11726,28,Male,Chennai,Post Graduate,Sales,11.4,30420,,146,1,5,5,3.8,27,,8,4,Average,0.5,0,Low Performer
11727,34,Female,Mumbai,Graduate,HR,3.3,36312,7,123,4,4,5,3.6,60,62,5,4,Good,,13,Low Performer
11728,30,Male,Kolkata,Graduate,Finance,15.6,39395,10,97,,4,2,2.8,50,6,1,2,Poor,3.9,22,Average Performer
11729,22,Male,Hyderabad,Post Graduate,Finance,8.3,,4,13,1,5,1,3.4,11,82,2,3,Poor,0,8,Low Performer
11730,29,Male,Delhi,Post Graduate,IT,16.5,64972,36,77,0,3,1,4.7,7,,8,5,Excellent,2.1,,High Performer
11731,23,Female,Delhi,Graduate,HR,8.7,81294,35,30,3,2,3,3.3,57,124,,1,Excellent,3.3,11,Average Performer
11732,41,Male,Chennai,Diploma,Finance,5.3,98853,3,243,,,4,3.9,,12,14,,Poor,2.5,23,Low Performer
11733,46,Male,Hyderabad,Graduate,Operations,3,138135,18,,1,1,1,,36,,6,2,Poor,,23,Low Performer
11734,28,Female,Pune,Graduate,Sales,,100504,24,72,2,3,4,2.2,10,17,5,4,Good,7.3,22,Low Performer
11735,22,Male,Pune,Graduate,Sales,9.8,40854,32,192,4,2,3,2.2,16,43,12,4,Excellent,2.9,19,Average Performer
11736,26,Male,Chennai,Graduate,Analytics,2.4,139373,34,135,3,3,2,4.3,55,106,4,3,Average,3.4,11,Low Performer
11737,48,Female,Hyderabad,Graduate,Analytics,7.4,88780,2,225,2,2,2,3.1,52,85,2,5,,6.1,14,Low Performer
11738,,,Chennai,Diploma,Sales,10.8,124458,2,,4,5,4,2.7,,10,3,2,Excellent,6.4,15,Low Performer
11739,46,Male,Hyderabad,Graduate,Operations,,75103,10,281,3,,4,4.2,1,23,0,2,Average,0.7,22,Average Performer
11740,45,Male,Kolkata,Graduate,Sales,3.6,81620,,144,4,4,1,,28,157,4,5,Average,5.6,,Average Performer
11741,32,Male,Kolkata,Graduate,Analytics,14.1,107590,,58,5,4,3,2.7,56,135,6,5,Poor,3.9,21,Average Performer
11742,25,Male,,,Finance,17.1,102124,12,5,,5,2,3.3,33,109,1,3,Poor,1.1,13,Average Performer
11743,54,Male,Chennai,PhD,IT,,62590,17,132,1,4,1,3,77,,10,3,Average,2.1,,Low Performer
11744,57,Male,Hyderabad,Graduate,Analytics,3.2,,18,5,3,,5,3.8,1,32,11,4,,0.4,10,Average Performer
11745,35,Male,Pune,Graduate,,17.3,90554,14,,3,3,1,3,74,158,7,4,Poor,2.9,14,Average Performer
11746,56,Female,Hyderabad,,,1.2,135781,17,270,0,1,4,3.2,30,,14,5,Poor,2,20,Low Performer
11747,35,Male,Kolkata,Graduate,Finance,17.6,18973,15,260,3,5,5,4.6,76,140,11,1,,,20,Average Performer
11748,43,Male,Hyderabad,Graduate,Finance,0.6,76786,12,178,3,,,4.7,43,61,9,1,Poor,4.6,7,Low Performer
11749,26,Female,,Graduate,HR,15.8,122919,16,49,,5,3,4.5,55,59,5,1,Excellent,5.9,,Average Performer
11750,41,Female,Mumbai,Graduate,HR,5.9,55097,32,145,3,4,2,4.6,53,83,9,2,Poor,4.8,7,Average Performer
11751,43,Male,Mumbai,Post Graduate,Finance,,139403,23,31,3,4,,3.7,52,5,13,3,Good,,,Average Performer
11752,36,Female,Mumbai,Graduate,Operations,6,52245,,237,3,,3,3.9,73,172,2,5,Good,6.9,,Average Performer
11753,35,Male,Mumbai,,Sales,12,72841,34,213,2,4,1,3.7,75,27,1,4,Good,7,5,Average Performer
11754,45,,Kolkata,,,1.9,43346,,,3,3,4,4.4,,46,7,1,Poor,6.9,5,High Performer
11755,56,Female,Bengaluru,Post Graduate,HR,4.7,123633,16,65,0,5,4,3.7,53,,12,4,,1.2,16,Average Performer
11756,31,Male,Chennai,Graduate,Analytics,14,89980,34,,5,3,3,2.3,30,,3,3,Average,2,7,Average Performer
11757,35,Male,Delhi,Graduate,HR,9.8,108417,,273,3,4,4,4.4,23,168,6,,,4,12,Low Performer
11758,24,Male,Chennai,Graduate,Sales,16.7,94942,33,144,4,3,2,4.3,24,14,,1,Poor,2.9,14,High Performer
11759,41,Male,Bengaluru,Post Graduate,IT,,123147,4,161,5,5,3,,34,120,13,1,Good,1.1,3,Low Performer
11760,33,Male,Mumbai,Post Graduate,HR,15.7,108975,7,,5,5,3,2.6,56,162,9,5,Average,2.3,24,Average Performer
11761,42,Female,Bengaluru,,Operations,8.4,23972,18,88,4,4,4,2.8,71,104,8,4,Poor,7.8,14,Average Performer
11762,39,Male,Pune,Diploma,Operations,17.6,66063,,280,0,5,3,2.9,68,20,9,,Good,2.8,,Low Performer
11763,,Female,Pune,Graduate,,17.3,148017,11,,2,3,,3.5,27,162,14,3,Good,3.4,13,Average Performer
11764,34,Female,Kolkata,Post Graduate,Finance,6.3,75055,20,12,0,,5,2.4,75,68,13,3,Good,0.1,10,Average Performer
11765,24,Female,Chennai,Graduate,,16,102834,11,,,5,5,3.2,32,,7,4,Good,5.8,,Average Performer
11766,47,Female,Chennai,Graduate,IT,,75450,15,207,1,3,4,2.5,52,,11,4,Good,3.3,16,Average Performer
11767,49,Female,Delhi,Graduate,,4.2,83252,17,37,4,3,2,2.8,,143,12,,Excellent,0.8,,Average Performer
11768,,Male,Kolkata,Graduate,Analytics,11.4,64904,34,,5,3,2,4.1,25,166,14,4,Good,7.7,9,High Performer
11769,55,Male,Delhi,PhD,Operations,1.8,70320,,,5,5,4,4.6,11,59,7,,Excellent,6.2,5,Low Performer
11770,,Male,Pune,Graduate,,15.1,49000,28,151,5,2,4,2.1,76,87,6,5,Good,5.8,,Average Performer
11771,36,Female,Mumbai,Post Graduate,Sales,3.6,113341,,232,4,4,3,3.7,,8,9,4,Good,,0,Average Performer
11772,56,Female,Bengaluru,Post Graduate,IT,1.7,20599,8,38,4,4,,2.1,26,48,,3,Good,3.3,,Low Performer
11773,50,Male,Delhi,,Finance,7.5,105636,27,241,2,5,5,2.3,35,163,8,4,Good,5.7,,Average Performer
11774,38,Male,Hyderabad,Graduate,Sales,10.6,18018,22,216,5,5,4,4.1,58,52,13,1,,1.6,,High Performer
11775,22,Male,Delhi,PhD,Analytics,,149930,24,144,0,1,5,4.2,2,103,11,,Poor,5.6,16,High Performer
11776,33,Female,Mumbai,Post Graduate,Finance,17.5,88916,2,194,2,2,5,4.4,31,102,10,5,Average,0.1,6,Low Performer
11777,24,Male,Mumbai,Graduate,Analytics,8.2,137193,31,100,5,3,2,3.4,14,,6,3,Excellent,1,,Average Performer
11778,46,Female,Chennai,Graduate,HR,1.6,76770,22,198,4,3,5,4.6,74,107,14,5,Excellent,,2,Low Performer
11779,45,Other,Bengaluru,Post Graduate,Analytics,13.6,55487,1,156,,4,3,2.5,65,101,11,2,,0.1,1,Low Performer
11780,50,Male,Mumbai,Post Graduate,Finance,10.4,,14,227,4,5,,2.7,62,16,13,5,Poor,3.7,7,Average Performer
11781,31,Male,,,HR,8.3,79457,,200,5,2,2,2.4,,49,10,3,,4.2,4,Average Performer
11782,27,Male,Delhi,Post Graduate,Finance,5.9,36836,36,92,4,4,,4.4,74,140,2,,Poor,5,,Average Performer
11783,51,Male,Delhi,Post Graduate,Operations,9.3,119150,,21,1,2,4,2.7,4,13,11,4,Average,0.8,4,Average Performer
11784,30,Male,Pune,Graduate,Finance,6.4,29394,3,215,,5,2,2.5,,5,5,1,Average,1.4,9,Low Performer
11785,33,Male,Mumbai,Graduate,HR,13.7,90158,5,,,3,,3.9,4,137,2,,,4.9,11,Low Performer
11786,51,Female,Hyderabad,Graduate,Analytics,10,142660,,187,2,1,4,2.2,72,75,5,2,,5.3,,Low Performer
11787,27,Male,Chennai,Post Graduate,Operations,15.8,128599,19,166,,2,2,2.1,27,58,12,2,Average,0.2,13,Average Performer
11788,,Male,Bengaluru,Post Graduate,IT,10,43280,33,74,3,3,5,,68,108,7,1,Good,4.3,,Low Performer
11789,40,Female,,Graduate,IT,4.7,142221,30,,1,2,5,2,43,156,8,1,Excellent,,4,Average Performer
11790,24,Female,Chennai,Post Graduate,IT,15.4,,,183,5,2,5,4.1,15,158,1,1,Average,0.6,23,Average Performer
11791,27,Male,Delhi,Graduate,IT,10.3,88162,10,81,4,2,5,3.7,70,14,5,,Excellent,3.3,5,Average Performer
11792,21,Female,Hyderabad,Graduate,Sales,4.1,70712,34,39,3,5,5,2.6,,44,13,5,Poor,2.6,14,Average Performer
11793,33,Male,Chennai,Graduate,IT,11.4,127578,16,20,5,4,2,2.7,21,48,2,4,Poor,7.3,,Average Performer
11794,42,Female,Delhi,Graduate,HR,6.8,66241,29,298,2,2,3,4.4,72,116,14,2,Good,1.5,7,Average Performer
11795,41,Female,Delhi,Graduate,IT,15.3,41233,15,175,1,5,5,3.5,22,16,13,5,,2.5,0,Average Performer
11796,42,Female,Delhi,Graduate,Finance,,26177,11,36,4,1,4,4.1,42,26,13,,Excellent,7.2,20,Average Performer
11797,48,Male,,Graduate,IT,13.2,132506,34,267,2,4,2,3.4,67,,6,3,Excellent,2.6,2,Low Performer
11798,29,Female,Kolkata,,Analytics,2.2,79351,36,,5,5,1,2.7,42,86,10,3,Excellent,4.3,20,Low Performer
11799,46,Male,Delhi,Post Graduate,HR,7.4,109908,30,50,3,1,3,4.9,25,146,3,4,Poor,0.3,18,Average Performer
11800,29,Male,Pune,Graduate,HR,17.7,69827,,193,5,4,4,,,157,13,2,Average,7.9,14,Average Performer
11801,35,Male,Hyderabad,Diploma,Operations,14.6,98501,9,278,5,5,5,2.4,69,56,14,2,Good,6.6,3,Average Performer
11802,30,Male,Chennai,Graduate,Sales,3.3,86772,18,75,1,1,2,3.2,30,116,14,4,Good,5.1,,Average Performer
11803,,Male,Pune,Graduate,,5.4,33611,19,92,4,5,2,3,16,122,4,1,,,1,Low Performer
11804,28,Female,Kolkata,Graduate,HR,6.3,59003,39,265,2,1,,2.6,8,63,9,1,Average,0.6,16,Average Performer
11805,44,Female,Pune,Graduate,Analytics,11.9,114629,4,186,,2,4,4.8,54,42,5,2,Good,4.4,11,Low Performer
11806,36,Male,Mumbai,Post Graduate,IT,13.7,104643,6,,3,,2,,5,24,10,2,,2.3,19,Low Performer
11807,46,Male,,Graduate,HR,13.6,,33,78,4,4,3,2.6,69,82,12,2,Poor,5,7,Average Performer
11808,47,Male,,Diploma,Analytics,9.4,126610,32,94,,1,4,3.1,63,24,7,1,Excellent,4.8,4,Average Performer
11809,57,Male,Bengaluru,PhD,IT,14.7,138332,16,170,,2,5,4.3,3,105,1,3,Good,6.7,,Average Performer
11810,24,Male,Mumbai,Post Graduate,Sales,8.1,,11,238,3,4,,2.6,66,114,3,4,Poor,2.3,9,Average Performer
11811,44,Female,Chennai,Post Graduate,HR,2.7,36165,22,133,,3,4,3.8,55,34,13,,Good,4.6,18,Low Performer
11812,39,Male,Pune,,HR,,127322,36,296,5,2,1,4.1,17,111,,5,Good,6.2,,High Performer
11813,,Male,Chennai,Graduate,Analytics,17.2,72515,23,99,,2,5,4,31,45,3,5,Poor,3.9,15,Average Performer
11814,30,Male,Hyderabad,Post Graduate,Operations,14.4,127446,26,32,3,5,3,4.1,,88,5,3,,,0,High Performer
11815,45,Female,Mumbai,Graduate,Finance,10.6,48480,31,,5,3,5,4.1,28,75,3,2,Average,1.1,,High Performer
11816,38,Female,Kolkata,Graduate,Sales,11.8,77789,29,235,0,1,1,4.9,31,67,10,3,,5.9,,High Performer
11817,39,Female,Bengaluru,Post Graduate,,16.8,50191,5,129,3,4,5,3,24,99,4,5,Excellent,7.5,24,Low Performer
11818,56,Female,,Post Graduate,HR,8,77488,38,83,4,3,5,4.6,75,33,4,5,Excellent,2.7,13,Average Performer
11819,30,Male,Kolkata,PhD,Finance,,105457,25,65,1,1,3,,62,81,7,4,Average,2.9,24,Average Performer
11820,53,Male,Bengaluru,Graduate,,17.6,120476,34,221,5,2,1,2.9,8,,3,3,Average,0.7,20,Average Performer
11821,25,Female,Hyderabad,Post Graduate,Sales,15.6,92525,12,286,5,4,5,,70,,11,1,,,15,Average Performer
11822,55,Male,Pune,Graduate,Finance,6.2,70648,22,167,5,4,5,4,,,5,,Excellent,4.4,,Low Performer
11823,54,Female,Chennai,Graduate,IT,8.6,31740,9,61,4,3,2,,19,61,6,4,Good,0.3,11,Average Performer
11824,53,Male,,Graduate,Analytics,7.8,113716,20,195,,5,5,4.5,9,156,7,2,,6,12,Average Performer
11825,41,Male,Chennai,,Finance,3.1,147677,,136,4,1,3,3.9,10,,8,3,Good,6.6,,Average Performer
11826,37,Male,Mumbai,Graduate,Sales,17.3,131917,29,46,2,3,2,2.1,,21,9,5,Excellent,7.3,8,Average Performer
11827,42,Female,Kolkata,Post Graduate,IT,7.6,119630,27,177,0,5,1,4.1,18,116,7,1,Poor,4.4,1,Average Performer
11828,57,Female,,Post Graduate,Finance,15.8,43221,17,171,,5,4,4.6,18,136,,5,Good,3.6,18,Average Performer
11829,,Male,,Graduate,Analytics,3.8,,5,254,0,5,,4,42,154,3,1,Average,7,14,Low Performer
11830,55,Male,Pune,Post Graduate,Finance,10.1,18719,13,197,5,4,1,2.1,,10,3,3,,3.2,14,Average Performer
11831,48,Male,Pune,Post Graduate,IT,,72714,15,282,4,1,,,69,162,9,1,Good,5.2,23,Low Performer
11832,27,Male,Bengaluru,Post Graduate,Finance,13.9,91285,15,242,,,4,4.2,71,97,10,1,Poor,4.9,0,Average Performer
11833,52,Male,Mumbai,Post Graduate,Sales,10.7,30935,18,234,0,,1,3.1,64,79,14,4,Excellent,3,17,Average Performer
11834,31,Male,Bengaluru,Graduate,HR,11.4,137362,2,169,0,2,3,3,22,,4,,Good,0.7,20,Low Performer
11835,30,Male,Hyderabad,PhD,IT,1.4,62035,23,247,,3,2,3.4,59,52,2,,Good,,,Average Performer
11836,29,Male,Kolkata,Post Graduate,IT,4.2,144687,,94,0,1,3,4.6,,50,14,2,Good,3.4,9,Average Performer
11837,34,Male,Kolkata,Graduate,IT,1.8,114256,4,183,2,4,3,2.8,62,159,1,3,Good,3.8,8,Low Performer
11838,,Male,Mumbai,Graduate,IT,5.6,36540,25,62,4,3,2,2.3,1,151,1,3,Average,6.6,18,Average Performer
11839,45,Male,Delhi,Post Graduate,,11.5,91480,11,267,0,2,5,4.6,35,90,8,2,,3.3,10,Average Performer
11840,,Male,,Graduate,Sales,10.4,,,140,0,,3,2.1,56,96,,,Excellent,2.2,3,Average Performer
11841,55,Male,Mumbai,Diploma,Analytics,11.2,96283,,242,0,5,2,4.7,65,63,5,4,Poor,3.7,0,Average Performer
11842,27,Female,Kolkata,Graduate,Sales,10.1,72781,9,247,4,2,3,2.9,78,128,13,5,Good,1.9,11,Average Performer
11843,41,Male,,Post Graduate,IT,5.3,25087,,155,1,5,5,3.5,19,87,13,2,Poor,0.7,0,Average Performer
11844,38,Male,Bengaluru,Graduate,Operations,4.8,40789,6,251,,4,2,2.4,41,149,14,,Average,0.9,16,Low Performer
11845,23,Male,Pune,Post Graduate,Finance,2.9,105273,10,223,5,1,1,4.7,20,,13,3,Average,2.6,19,Low Performer
11846,31,Female,,PhD,Operations,15.4,133310,23,13,0,3,1,,65,172,8,4,Good,0.1,8,High Performer
11847,44,Female,Chennai,,,11.3,116231,,298,3,3,1,4.8,37,104,4,1,Poor,1.8,7,Average Performer
11848,39,Female,Bengaluru,Post Graduate,IT,3.8,31894,23,17,,5,4,4,77,91,13,5,Poor,,3,Average Performer
11849,24,Female,Chennai,Graduate,Finance,,71095,37,267,0,5,3,2.6,68,118,11,,Excellent,1.9,7,Average Performer
11850,46,Male,Delhi,Graduate,IT,15.8,47272,34,229,0,1,3,2.9,23,143,9,4,Poor,,22,Average Performer
11851,52,Female,Bengaluru,Graduate,Sales,13.5,72021,,235,,3,,3.5,25,126,0,1,Average,7.6,21,Average Performer
11852,56,Female,Delhi,Post Graduate,HR,12,,32,182,3,1,4,3.8,1,18,7,5,,,9,Average Performer
11853,57,Male,Delhi,Graduate,,,130079,38,251,1,5,3,,45,17,2,2,Good,,17,Average Performer
11854,53,Male,Kolkata,Graduate,IT,5.1,39179,,71,,5,2,3.2,,92,13,3,Poor,0.5,14,Low Performer
11855,56,Male,Mumbai,Graduate,Operations,17.6,28691,17,,1,2,5,,61,84,8,3,Poor,4.9,18,High Performer
11856,23,,Delhi,Post Graduate,IT,14.5,147436,22,169,2,5,,4.9,,160,10,,Average,4.3,19,High Performer
11857,29,Male,Delhi,Post Graduate,Operations,,63311,39,188,1,5,3,2.5,14,,0,3,Good,0.5,,Average Performer
11858,28,Female,Kolkata,Graduate,,15.3,113381,18,212,5,1,5,4.6,54,67,2,3,Excellent,1.8,,Average Performer
11859,53,Male,Kolkata,Graduate,Analytics,13.8,42967,28,20,4,2,5,3.3,2,107,0,2,Excellent,7.4,10,Average Performer
11860,26,Male,Bengaluru,Diploma,,5.7,46478,,,0,2,3,4.2,75,110,0,1,Good,4.6,23,High Performer
11861,24,Male,Kolkata,Graduate,IT,,58332,1,234,2,3,5,2.9,37,21,14,2,Good,3.5,3,Low Performer
11862,33,Male,Bengaluru,PhD,Finance,3.8,57313,19,22,3,4,2,3,50,54,5,2,Excellent,2,8,Average Performer
11863,22,Female,Pune,PhD,IT,2.4,85857,34,151,1,3,3,2.1,16,158,12,4,Average,1.1,7,Low Performer
11864,25,Female,Kolkata,Post Graduate,Analytics,,63900,4,248,,3,3,4.9,48,139,3,1,Poor,3.2,,Low Performer
11865,47,Male,Mumbai,Graduate,HR,,144861,3,55,4,3,1,4.4,20,127,9,2,Excellent,7.4,12,Low Performer
11866,52,Female,Delhi,Post Graduate,Analytics,14.9,59098,10,263,1,2,3,2.3,23,83,3,5,Good,0.4,4,Average Performer
11867,41,,,Post Graduate,Sales,17.9,26294,28,242,5,1,1,5,39,20,4,3,,7.9,12,High Performer
11868,28,Female,Chennai,Post Graduate,,1.8,114784,34,250,3,5,5,3.8,19,,14,1,Poor,,18,Low Performer
11869,,Male,Kolkata,,Analytics,8.8,58626,39,53,3,2,5,4.6,78,94,13,4,Good,3.3,1,High Performer
11870,23,Male,Delhi,Graduate,HR,14.5,38703,19,288,1,5,2,2.2,,167,2,2,Average,0.4,11,Average Performer
11871,23,Male,,,IT,14.3,121693,,42,4,5,1,3.2,47,88,14,5,Good,4.7,8,Average Performer
11872,42,Male,Kolkata,,Finance,13.8,29628,3,,0,4,3,4,32,88,11,3,Poor,3.9,,Low Performer
11873,26,Male,Kolkata,Post Graduate,Operations,6.6,121655,23,36,0,3,1,2.3,55,155,,3,Excellent,5.3,22,Average Performer
11874,22,Female,Pune,Graduate,Analytics,8.4,24518,17,247,,4,5,3.5,40,13,13,5,Average,4.3,13,Average Performer
11875,43,Female,Pune,Post Graduate,HR,10.9,18610,7,45,4,,5,3.3,53,22,9,1,Good,3.2,6,High Performer
11876,,Female,Delhi,Graduate,Analytics,17.5,52311,26,296,3,2,2,2.6,43,79,7,3,Poor,5.9,,Average Performer
11877,37,Male,Chennai,Post Graduate,Sales,6.2,144419,18,107,0,,5,2.9,71,76,10,3,Excellent,0.2,22,Average Performer
11878,55,Male,Pune,Diploma,,,59876,6,296,3,4,1,4.9,10,95,6,3,Excellent,4.3,13,Low Performer
11879,54,Male,Pune,Graduate,IT,5.2,68333,31,111,1,2,3,2.9,13,70,14,2,Poor,0.9,,Average Performer
11880,43,Male,Chennai,Graduate,HR,17.8,102192,29,,5,2,3,2.6,41,27,9,2,Excellent,3.5,1,Average Performer
11881,,Female,Mumbai,Graduate,Analytics,12.2,59811,9,91,1,3,1,3.6,78,142,12,3,Excellent,6.3,8,Average Performer
11882,28,Male,Pune,Post Graduate,Finance,8.6,88072,35,,5,5,2,4,,42,3,4,Excellent,1.1,,Average Performer
11883,42,Male,Bengaluru,Post Graduate,Analytics,11.2,133407,17,142,4,3,3,4.2,,132,1,3,Excellent,7.5,23,Average Performer
11884,56,Male,Hyderabad,Diploma,Finance,5.3,60974,,204,0,3,,,,63,11,1,Poor,,,Average Performer
11885,25,Other,Hyderabad,Graduate,Sales,5.3,99983,,97,4,2,1,2.1,24,72,8,4,,3.3,8,Average Performer
11886,33,Male,Pune,Diploma,Analytics,2.5,63823,24,,4,3,5,3.2,25,89,7,1,Good,0,24,Low Performer
11887,49,,Mumbai,Graduate,Sales,2.5,116863,10,24,0,1,5,4.3,46,123,3,5,Good,6.3,,Low Performer
11888,51,Male,Kolkata,Post Graduate,Operations,,,30,293,2,,2,4.7,24,,10,,,7,14,Average Performer
11889,36,Male,Mumbai,Graduate,,13.8,85078,29,94,2,3,2,3.8,59,16,,2,Excellent,1.4,,Average Performer
11890,50,Male,Delhi,PhD,HR,11.1,125767,39,54,3,,2,2.2,,116,13,2,,7.3,9,Average Performer
11891,,Male,,Post Graduate,,2.3,85951,,14,,,1,3.2,26,120,9,2,Average,7.3,6,Low Performer
11892,32,Female,Mumbai,Post Graduate,Finance,15.4,127287,39,83,1,5,1,2.2,42,146,5,5,Poor,3.8,5,Average Performer
11893,37,,Chennai,Post Graduate,HR,11,39601,,41,5,5,5,4.2,,,12,1,,6.4,14,High Performer
11894,36,Female,Bengaluru,Graduate,Analytics,,121691,18,63,4,3,3,2.2,19,88,3,4,Average,3.6,24,Average Performer
11895,32,Other,Hyderabad,Graduate,Analytics,12.2,66435,17,92,3,,2,2.6,62,115,1,2,Good,4.5,1,Average Performer
11896,28,Female,Bengaluru,PhD,Finance,3.6,29246,11,108,4,4,4,3.3,79,65,4,5,Good,2.6,,Average Performer
11897,40,Male,Chennai,Graduate,IT,8.8,20458,1,281,0,1,2,3.4,24,,10,,Excellent,1.3,14,Low Performer
11898,23,Male,Pune,Graduate,IT,11.8,24028,17,108,2,3,5,3.2,26,25,0,3,,6,17,Average Performer
11899,36,Female,Chennai,Post Graduate,Analytics,,137247,36,258,0,5,,3.4,51,60,6,4,Poor,0,,Low Performer
11900,50,Female,Chennai,Post Graduate,Finance,0.8,69901,36,234,3,5,5,4.1,9,39,8,1,Average,,17,Low Performer
11901,43,Male,Pune,Graduate,IT,2.8,124555,9,41,,,5,3.1,,48,2,2,Average,6.9,2,Low Performer
11902,48,Female,Pune,Graduate,Sales,4.9,45678,28,146,1,2,5,,29,43,,,Average,1.8,,Average Performer
11903,25,Male,Pune,Graduate,Analytics,,108444,33,,2,3,4,2.9,0,147,,3,Good,2.7,,Average Performer
11904,40,Male,Pune,,Operations,9,30363,3,,0,5,4,3.1,,144,10,4,Average,4.7,13,Low Performer
11905,21,Male,Pune,PhD,Sales,2.9,81804,8,88,5,2,2,3.8,,,3,5,Average,,5,Low Performer
11906,50,Male,Chennai,Diploma,Finance,12.3,132433,6,,2,5,1,3.5,6,12,5,5,Good,6.8,13,Low Performer
11907,41,Male,Delhi,Post Graduate,Operations,,66544,6,91,4,5,5,4.2,29,128,13,2,Poor,2.9,1,Low Performer
11908,40,Female,Delhi,,Sales,5.7,,29,295,1,2,3,3.7,64,105,14,,Excellent,4.7,21,Average Performer
11909,26,Male,,Diploma,IT,0.7,18189,37,100,5,1,2,4.4,28,71,2,5,Poor,1.8,15,Low Performer
11910,42,Male,Delhi,Post Graduate,IT,1.9,29752,12,259,,3,2,3.3,24,98,,1,,0.3,23,Low Performer
11911,38,Male,Hyderabad,Graduate,Operations,,25482,9,140,,,5,3.5,39,97,6,1,Average,1.4,15,Average Performer
11912,,,Delhi,Diploma,HR,3.2,34679,19,252,5,2,2,4,25,133,6,3,Excellent,0.4,20,Average Performer
11913,52,Male,Chennai,Post Graduate,Analytics,,141056,17,96,,5,5,2.7,16,84,3,4,Poor,3.7,16,Average Performer
11914,,Female,Pune,Post Graduate,Operations,11.5,18799,32,251,4,2,2,3.2,30,46,5,1,,4.7,15,Average Performer
11915,36,Female,Pune,Post Graduate,Finance,10.1,139691,35,262,0,3,1,3.9,,35,,2,Poor,0.4,15,Average Performer
11916,32,Female,Kolkata,Graduate,Analytics,4.5,75558,14,191,3,1,2,,7,126,10,,Poor,0.7,7,Average Performer
11917,54,Female,Kolkata,Graduate,Sales,6.5,77223,16,128,0,1,2,3.3,68,78,7,4,Good,3.9,5,Average Performer
11918,34,Male,Kolkata,Post Graduate,Finance,11.2,59556,21,264,,1,3,3.8,0,162,14,2,Poor,6.4,,Average Performer
11919,56,Male,Chennai,Graduate,Finance,15.6,109467,,173,0,3,1,4.9,78,,5,,Average,5,22,Low Performer
11920,,Male,Hyderabad,Graduate,IT,13.7,128719,24,115,5,5,1,,70,30,5,5,Good,0.8,13,High Performer
11921,43,Male,Delhi,Post Graduate,Sales,10.2,109404,34,294,,3,1,2.8,45,16,3,,Excellent,7.1,15,Average Performer
11922,22,Female,,Post Graduate,,6.8,61558,8,91,5,2,2,,19,131,7,4,Good,7.3,7,Low Performer
11923,41,Male,Mumbai,Post Graduate,IT,6.9,121018,21,17,0,4,4,2.2,39,108,13,4,Poor,2.6,17,Average Performer
11924,22,Male,,Post Graduate,HR,15.9,29408,,,3,4,2,2.7,1,73,9,2,Excellent,,13,Low Performer
11925,47,Female,Kolkata,Post Graduate,,1.2,53607,28,292,5,4,5,4.3,60,,7,4,Average,3.9,16,Low Performer
11926,29,Female,Bengaluru,Post Graduate,,17.8,79684,16,27,5,1,3,2.4,70,,8,4,Good,7.5,21,Average Performer
11927,21,Female,Mumbai,Graduate,,12.1,45326,10,204,5,,1,2.8,76,,5,3,Poor,4.1,,Average Performer
11928,31,Male,Kolkata,Graduate,IT,12.4,31601,15,246,,3,5,4.8,29,27,1,,Excellent,7.7,7,Average Performer
11929,23,Male,Hyderabad,Graduate,Operations,1.2,142594,4,243,5,1,5,4.5,29,85,3,,Average,1.6,15,Low Performer
11930,43,Male,Mumbai,Graduate,Analytics,11.1,19135,,,1,,4,4.3,44,175,3,1,,2.8,22,High Performer
11931,46,Male,Chennai,Graduate,Sales,9,29913,15,230,,,1,4.6,23,81,12,4,Good,6.3,,Average Performer
11932,24,Male,Delhi,Graduate,Finance,2.4,28101,,180,3,4,2,4.2,55,127,7,,Excellent,6.3,9,Low Performer
11933,38,Male,,Post Graduate,,5.4,120820,32,,1,1,1,2.4,60,171,4,,Poor,5.9,9,Average Performer
11934,,Female,Hyderabad,Diploma,Operations,16.1,80110,38,,3,4,3,3.5,12,77,3,5,Excellent,6.9,20,Average Performer
11935,55,Male,Hyderabad,Graduate,Sales,10.1,37215,4,27,3,5,1,3.3,79,59,7,2,Average,5.6,17,Low Performer
11936,42,Female,Bengaluru,Post Graduate,Operations,7.7,94949,9,298,,3,5,2.9,55,22,12,2,Excellent,5.1,20,Average Performer
11937,35,Female,Mumbai,Post Graduate,Analytics,1.8,99855,35,48,2,4,5,4.5,,98,,5,Good,3.7,17,Low Performer
11938,42,Male,Bengaluru,Graduate,Sales,13,124279,28,265,1,4,2,3.4,10,174,1,2,Excellent,3.7,8,Average Performer
11939,57,Female,Delhi,,Operations,12.8,139898,37,184,3,,2,2.2,11,158,3,1,Excellent,3.2,20,Average Performer
11940,32,Male,Kolkata,Post Graduate,Sales,11.2,18526,9,143,3,2,2,2.8,2,22,10,1,Good,5,0,Average Performer
11941,,,Delhi,Graduate,Sales,9.4,19753,2,,,2,3,2.7,23,132,0,,,3.3,24,High Performer
